344	350000	642857	1000000
345	275000	642857	1000000
346	225000	642857	1000000
347	150000	642857	1000000
348	75000	642857	1000000
349	425000	714286	1000000
350	350000	714286	1000000
351	275000	714286	1000000
352	225000	714286	1000000
353	150000	714286	1000000
354	75000	714286	1000000
355	425000	785714	1000000
356	350000	785714	1000000
357	275000	785714	1000000
358	225000	785714	1000000
359	150000	785714	1000000
360	75000	785714	1000000
361	425000	857143	1000000
362	350000	857143	1000000
363	275000	857143	1000000
364	225000	857143	1000000
365	150000	857143	1000000
366	75000	857143	1000000
367	425000	928571	1000000
368	350000	928571	1000000
369	275000	928571	1000000
370	225000	928571	1000000
371	150000	928571	1000000
372	75000	928571	1000000
373	350000	928571	950000
374	350000	857143	950000
375	350000	785714	950000
376	350000	714286	950000
377	350000	642857	950000
378	350000	571429	950000
379	350000	500000	950000
380	350000	428571	950000
381	350000	357143	950000
382	350000	285714	950000
383	350000	214286	950000
384	350000	142857	950000
385	350000	71429	950000
386	425000	928571	950000
387	425000	857143	950000
388	425000	785714	950000
389	425000	714286	950000
390	425000	642857	950000
391	425000	571429	950000
392	425000	500000	950000
393	425000	428571	950000
394	425000	357143	950000
395	425000	285714	950000
396	425000	214286	950000
397	425000	142857	950000
398	425000	71429	950000
399	150000	71429	950000
400	150000	142857	950000
401	150000	214286	950000
402	150000	285714	950000
403	150000	357143	950000
404	150000	428571	950000
405	150000	500000	950000
406	150000	571429	950000
407	150000	642857	950000
408	150000	714286	950000
409	150000	785714	950000
410	150000	857143	950000
411	150000	928571	950000
412	75000	71429	950000
413	75000	142857	950000
414	75000	214286	950000
415	75000	285714	950000
416	75000	357143	950000
417	75000	428571	950000
418	75000	500000	950000
419	75000	571429	950000
420	75000	642857	950000
421	75000	714286	950000
422	75000	785714	950000
423	75000	857143	950000
424	75000	928571	950000
425	225000	928571	950000
426	225000	857143	950000
427	225000	785714	950000
428	225000	714286	950000
429	225000	642857	950000
430	225000	571429	950000
431	225000	500000	950000
432	225000	428571	950000
433	225000	357143	950000
434	225000	285714	950000
435	225000	214286	950000
436	225000	142857	950000
437	225000	71429	950000
438	275000	928571	950000
439	275000	857143	950000
440	275000	785714	950000
441	275000	714286	950000
442	275000	642857	950000
443	275000	571429	950000
444	275000	500000	950000
445	275000	428571	950000
446	275000	357143	950000
447	275000	285714	950000
448	275000	214286	950000
449	275000	142857	950000
450	275000	71429	950000
451	00000	928571	950000
452	00000	857143	950000
453	00000	785714	950000
454	00000	714286	950000
455	00000	642857	950000
456	00000	571429	950000
457	00000	500000	950000
458	00000	428571	950000
459	00000	357143	950000
460	00000	285714	950000
461	00000	214286	950000
462	00000	142857	950000
463	00000	71429	950000
464	00000	928571	1000000
465	00000	857143	1000000
466	00000	785714	1000000
467	00000	714286	1000000
468	00000	642857	1000000
469	00000	571429	1000000
470	00000	500000	1000000
471	00000	428571	1000000
472	00000	357143	1000000
473	00000	285714	1000000
474	00000	214286	1000000
475	00000	142857	1000000
476	00000	71429	1000000
477	425000	00000	1000000
478	350000	00000	1000000
479	275000	00000	1000000
480	225000	00000	1000000
481	150000	00000	1000000
482	75000	00000	1000000
483	425000	1000000	1000000
484	350000	1000000	1000000
485	275000	1000000	1000000
486	225000	1000000	1000000
487	150000	1000000	1000000
488	75000	1000000	1000000
489	75000	00000	950000
490	150000	00000	950000
491	150000	1000000	950000
492	75000	1000000	950000
493	350000	00000	950000
494	425000	00000	950000
495	425000	1000000	950000
496	350000	1000000	950000
497	225000	1000000	950000
498	225000	00000	950000
499	275000	00000	950000
500	275000	1000000	950000
501	00000	00000	1000000
502	00000	00000	950000
503	00000	1000000	950000
504	00000	1000000	1000000
505	425000	928571	00000
506	350000	928571	00000
507	275000	928571	00000
508	225000	928571	00000
509	150000	928571	00000
510	75000	928571	00000
511	425000	857143	00000
512	350000	857143	00000
513	275000	857143	00000
514	225000	857143	00000
515	150000	857143	00000
516	75000	857143	00000
517	425000	785714	00000
518	350000	785714	00000
519	275000	785714	00000
520	225000	785714	00000
521	150000	785714	00000
522	75000	785714	00000
523	425000	714286	00000
524	350000	714286	00000
525	275000	714286	00000
526	225000	714286	00000
527	150000	714286	00000
528	75000	714286	00000
529	425000	642857	00000
530	350000	642857	00000
531	275000	642857	00000
532	225000	642857	00000
533	150000	642857	00000
534	75000	642857	00000
535	425000	571429	00000
536	350000	571429	00000
537	275000	571429	00000
538	225000	571429	00000
539	150000	571429	00000
540	75000	571429	00000
541	425000	500000	00000
542	350000	500000	00000
543	275000	500000	00000
544	225000	500000	00000
545	150000	500000	00000
546	75000	500000	00000
547	425000	428571	00000
548	350000	428571	00000
549	275000	428571	00000
550	225000	428571	00000
551	150000	428571	00000
552	75000	428571	00000
553	425000	357143	00000
554	350000	357143	00000
555	275000	357143	00000
556	225000	357143	00000
557	150000	357143	00000
558	75000	357143	00000
559	425000	285714	00000
560	350000	285714	00000
561	275000	285714	00000
562	225000	285714	00000
563	150000	285714	00000
564	75000	285714	00000
565	425000	214286	00000
566	350000	214286	00000
567	275000	214286	00000
568	225000	214286	00000
569	150000	214286	00000
570	75000	214286	00000
571	425000	142857	00000
572	350000	142857	00000
573	275000	142857	00000
574	225000	142857	00000
575	150000	142857	00000
576	75000	142857	00000
577	425000	71429	00000
578	350000	71429	00000
579	275000	71429	00000
580	225000	71429	00000
581	150000	71429	00000
582	75000	71429	00000
583	350000	71429	50000
584	350000	142857	50000
585	350000	214286	50000
586	350000	285714	50000
587	350000	357143	50000
588	350000	428571	50000
589	350000	500000	50000
590	350000	571429	50000
591	350000	642857	50000
592	350000	714286	50000
593	350000	785714	50000
594	350000	857143	50000
595	350000	928571	50000
596	425000	71429	50000
597	425000	142857	50000
598	425000	214286	50000
599	425000	285714	50000
600	425000	357143	50000
601	425000	428571	50000
602	425000	500000	50000
603	425000	571429	50000
604	425000	642857	50000
605	425000	714286	50000
606	425000	785714	50000
607	425000	857143	50000
608	425000	928571	50000
609	150000	928571	50000
610	150000	857143	50000
611	150000	785714	50000
612	150000	714286	50000
613	150000	642857	50000
614	150000	571429	50000
615	150000	500000	50000
616	150000	428571	50000
617	150000	357143	50000
618	150000	285714	50000
619	150000	214286	50000
620	150000	142857	50000
621	150000	71429	50000
622	75000	928571	50000
623	75000	857143	50000
624	75000	785714	50000
625	75000	714286	50000
626	75000	642857	50000
627	75000	571429	50000
628	75000	500000	50000
629	75000	428571	50000
630	75000	357143	50000
631	75000	285714	50000
632	75000	214286	50000
633	75000	142857	50000
634	75000	71429	50000
635	225000	928571	50000
636	225000	857143	50000
637	225000	785714	50000
638	225000	714286	50000
639	225000	642857	50000
640	225000	571429	50000
641	225000	500000	50000
642	225000	428571	50000
643	225000	357143	50000
644	225000	285714	50000
645	225000	214286	50000
646	225000	142857	50000
647	225000	71429	50000
648	275000	928571	50000
649	275000	857143	50000
650	275000	785714	50000
651	275000	714286	50000
652	275000	642857	50000
653	275000	571429	50000
654	275000	500000	50000
655	275000	428571	50000
656	275000	357143	50000
657	275000	285714	50000
658	275000	214286	50000
659	275000	142857	50000
660	275000	71429	50000
661	-00000	928571	00000
662	-00000	857143	00000
663	-00000	785714	00000
664	-00000	714286	00000
665	-00000	642857	00000
666	-00000	571429	00000
667	-00000	500000	00000
668	-00000	428571	00000
669	-00000	357143	00000
670	-00000	285714	00000
671	-00000	214286	00000
672	-00000	142857	00000
673	-00000	71429	00000
674	-00000	928571	50000
675	-00000	857143	50000
676	-00000	785714	50000
677	-00000	714286	50000
678	-00000	642857	50000
679	-00000	571429	50000
680	-00000	500000	50000
681	-00000	428571	50000
682	-00000	357143	50000
683	-00000	285714	50000
684	-00000	214286	50000
685	-00000	142857	50000
686	-00000	71429	50000
687	75000	00000	00000
688	150000	00000	00000
689	225000	00000	00000
690	275000	00000	00000
691	350000	00000	00000
692	425000	00000	00000
693	75000	1000000	00000
694	150000	1000000	00000
695	225000	1000000	00000
696	275000	1000000	00000
697	350000	1000000	00000
698	425000	1000000	00000
699	150000	00000	50000
700	75000	00000	50000
701	75000	1000000	50000
702	150000	1000000	50000
703	425000	00000	50000
704	350000	00000	50000
705	425000	1000000	50000
706	350000	1000000	50000
707	225000	1000000	50000
708	225000	00000	50000
709	275000	00000	50000
710	275000	1000000	50000
711	-00000	00000	50000
712	-00000	00000	00000
713	-00000	1000000	00000
714	-00000	1000000	50000
715	275000	509937	105080
716	275000	482665	209031
717	275000	490059	894936
718	275000	517335	791197
719	275000	947039	527083
720	275000	893544	523915
721	275000	841085	525419
722	275000	792209	527787
723	275000	946928	305995
724	275000	904019	324676
725	275000	859755	335922
726	275000	811443	344809
727	275000	760310	351960
728	275000	638798	104330
729	275000	630509	150811
730	275000	630073	194932
731	275000	627952	238028
732	275000	537922	204496
733	275000	584066	194973
734	275000	589224	231551
735	275000	578697	150750
736	275000	575087	102067
737	275000	523724	156124
738	275000	801432	291672
739	275000	797774	236406
740	275000	793715	177550
741	275000	787374	115059
742	275000	859262	234947
743	275000	927439	244839
744	275000	853744	286107
745	275000	897207	282847
746	275000	929000	175770
747	275000	928947	112289
748	275000	859936	175218
749	275000	858376	113077
750	275000	677795	246911
751	275000	736936	241600
752	275000	742597	299100
753	275000	710075	120303
754	275000	730085	183765
755	275000	678431	195658
756	275000	675234	153785
757	275000	871109	388789
758	275000	893492	451614
759	275000	789987	465899
760	275000	838123	460306
761	275000	824534	399662
762	275000	777726	406803
763	275000	948895	465101
764	275000	953828	361094
765	275000	911598	372313
766	275000	919269	414844
767	275000	956756	413204
768	275000	671674	744540
769	275000	677683	794416
770	275000	684816	841054
771	275000	699835	888692
772	275000	628750	806387
773	275000	570088	779061
774	275000	621555	763595
775	275000	635988	895151
776	275000	635272	849143
777	275000	563957	886914
778	275000	591266	853151
779	275000	720848	726263
780	275000	776235	721060
781	275000	833010	718337
782	275000	889162	715344
783	275000	944713	712542
784	275000	834057	858395
785	275000	833123	785386
786	275000	944581	774251
787	275000	889178	779291
788	275000	943525	894502
789	275000	890120	842825
790	275000	895114	900609
791	275000	944506	835459
792	275000	765267	863817
793	275000	776239	788271
794	275000	725721	785686
795	275000	727718	832317
796	275000	890001	651636
797	275000	892020	588457
798	275000	946049	589098
799	275000	945178	650797
800	275000	833936	652270
801	275000	838341	588866
802	275000	785488	589207
803	275000	775080	650965
804	275000	207939	472245
805	275000	158947	474600
806	275000	106438	476092
807	275000	52933	472917
808	275000	328423	255580
809	275000	322340	205626
810	275000	315189	158968
811	275000	300165	111322
812	275000	371240	193609
813	275000	429878	220882
814	275000	378421	236353
815	275000	364009	104864
816	275000	364722	150868
817	275000	436034	113125
818	275000	408720	146863
819	275000	279137	273772
820	275000	223732	278943
821	275000	166961	281663
822	275000	110816	284656
823	275000	55276	287458
824	275000	165936	141610
825	275000	166861	214619
826	275000	55411	225750
827	275000	110808	220712
828	275000	56472	105498
829	275000	109873	157177
830	275000	104883	99392
831	275000	55489	164542
832	275000	234727	136193
833	275000	223749	211742
834	275000	274277	214344
835	275000	272280	167703
836	275000	109975	348363
837	275000	107966	411547
838	275000	53938	410904
839	275000	54810	349203
840	275000	166030	347719
841	275000	161662	411141
842	275000	214530	410801
843	275000	224845	348989
844	275000	53056	694010
845	275000	95958	675333
846	275000	140225	664085
847	275000	188560	655185
848	275000	239771	647986
849	275000	361195	895666
850	275000	369479	849174
851	275000	369912	805025
852	275000	372040	761876
853	275000	462094	795516
854	275000	415932	804960
855	275000	410780	768280
856	275000	421298	849230
857	275000	424908	897929
858	275000	476276	843900
859	275000	198545	708356
860	275000	202196	763622
861	275000	206262	822469
862	275000	212613	884950
863	275000	140716	765068
864	275000	72547	755169
865	275000	146234	713908
866	275000	102773	717164
867	275000	70991	824236
868	275000	71048	887714
869	275000	140048	824794
870	275000	141616	886929
871	275000	322117	753151
872	275000	263016	758448
873	275000	257359	700976
874	275000	289910	879705
875	275000	269885	816258
876	275000	321530	804352
877	275000	324743	846220
878	275000	128857	611218
879	275000	106464	548397
880	275000	209851	534130
881	275000	161811	539712
882	275000	175436	600343
883	275000	222254	593198
884	275000	51084	534906
885	275000	46154	638911
886	275000	88374	627693
887	275000	80697	585164
888	275000	43225	586801
889	275000	465089	164412
890	275000	418960	182053
891	275000	534912	835668
892	275000	581020	817950
893	275000	00000	110000
894	275000	00000	170000
895	275000	00000	230000
896	275000	00000	290000
897	275000	00000	350000
898	275000	00000	410000
899	275000	00000	470000
900	275000	00000	530000
901	275000	00000	590000
902	275000	00000	650000
903	275000	00000	710000
904	275000	00000	770000
905	275000	00000	830000
906	275000	00000	890000
907	275000	559829	742735
908	275000	616181	721364
909	275000	665781	687128
910	275000	705746	642016
911	275000	733754	588651
912	275000	748177	530134
913	275000	748177	469866
914	275000	733754	411349
915	275000	705746	357984
916	275000	665780	312873
917	275000	616181	278636
918	275000	559829	257265
919	275000	500000	250000
920	275000	440171	257265
921	275000	383819	278636
922	275000	334220	312873
923	275000	294254	357984
924	275000	266246	411349
925	275000	251823	469866
926	275000	251823	530134
927	275000	266246	588651
928	275000	294254	642016
929	275000	334219	687128
930	275000	383819	721364
931	275000	440171	742735
932	275000	1000000	110000
933	275000	1000000	170000
934	275000	1000000	230000
935	275000	1000000	290000
936	275000	1000000	350000
937	275000	1000000	410000
938	275000	1000000	470000
939	275000	1000000	530000
940	275000	1000000	590000
941	275000	1000000	650000
942	275000	1000000	710000
943	275000	1000000	770000
944	275000	1000000	830000
945	275000	1000000	890000
946	275000	500000	750000
947	225000	71048	887714
948	225000	70991	824236
949	225000	72547	755169
950	225000	53056	694010
951	225000	46154	638911
952	225000	43225	586801
953	225000	51084	534906
954	225000	52933	472917
955	225000	53938	410904
956	225000	54810	349203
957	225000	55276	287458
958	225000	55411	225750
959	225000	55489	164542
960	225000	56472	105498
961	225000	104883	99392
962	225000	165936	141610
963	225000	234727	136193
964	225000	300165	111322
965	225000	364009	104864
966	225000	436034	113125
967	225000	509937	105080
968	225000	575087	102067
969	225000	638798	104330
970	225000	710075	120303
971	225000	787374	115059
972	225000	858376	113077
973	225000	928947	112289
974	225000	929000	175770
975	225000	927439	244839
976	225000	946928	305995
977	225000	953828	361094
978	225000	956756	413204
979	225000	948895	465101
980	225000	947039	527083
981	225000	946049	589098
982	225000	945178	650797
983	225000	944713	712542
984	225000	944581	774251
985	225000	944506	835459
986	225000	943525	894502
987	225000	895114	900609
988	225000	834057	858395
989	225000	765267	863817
990	225000	699835	888692
991	225000	635988	895151
992	225000	563957	886914
993	225000	490059	894936
994	225000	424908	897929
995	225000	361195	895666
996	225000	289910	879705
997	225000	212613	884950
998	225000	141616	886929
999	225000	517335	791197
1000	225000	570088	779061
1001	225000	621555	763595
1002	225000	671674	744540
1003	225000	775080	650965
1004	225000	720848	726263
1005	225000	785488	589207
1006	225000	792209	527787
1007	225000	789987	465899
1008	225000	777726	406803
1009	225000	760310	351960
1010	225000	742597	299100
1011	225000	677795	246911
1012	225000	627952	238028
1013	225000	537922	204496
1014	225000	589224	231551
1015	225000	482665	209031
1016	225000	429878	220882
1017	225000	378421	236353
1018	225000	328423	255580
1019	225000	224845	348989
1020	225000	279137	273772
1021	225000	214530	410801
1022	225000	207939	472245
1023	225000	209851	534130
1024	225000	222254	593198
1025	225000	239771	647986
1026	225000	257359	700976
1027	225000	322117	753151
1028	225000	372040	761876
1029	225000	462094	795516
1030	225000	410780	768280
1031	225000	140048	824794
1032	225000	102773	717164
1033	225000	140716	765068
1034	225000	95958	675333
1035	225000	88374	627693
1036	225000	80697	585164
1037	225000	106464	548397
1038	225000	106438	476092
1039	225000	107966	411547
1040	225000	109975	348363
1041	225000	110816	284656
1042	225000	110808	220712
1043	225000	109873	157177
1044	225000	166861	214619
1045	225000	223749	211742
1046	225000	272280	167703
1047	225000	315189	158968
1048	225000	364722	150868
1049	225000	408720	146863
1050	225000	465089	164412
1051	225000	523724	156124
1052	225000	578697	150750
1053	225000	630509	150811
1054	225000	730085	183765
1055	225000	675234	153785
1056	225000	793715	177550
1057	225000	859936	175218
1058	225000	897207	282847
1059	225000	859262	234947
1060	225000	904019	324676
1061	225000	911598	372313
1062	225000	919269	414844
1063	225000	893492	451614
1064	225000	893544	523915
1065	225000	892020	588457
1066	225000	890001	651636
1067	225000	889162	715344
1068	225000	889178	779291
1069	225000	890120	842825
1070	225000	833123	785386
1071	225000	776239	788271
1072	225000	727718	832317
1073	225000	684816	841054
1074	225000	635272	849143
1075	225000	591266	853151
1076	225000	534912	835668
1077	225000	476276	843900
1078	225000	421298	849230
1079	225000	369479	849174
1080	225000	269885	816258
1081	225000	324743	846220
1082	225000	206262	822469
1083	225000	581020	817950
1084	225000	628750	806387
1085	225000	677683	794416
1086	225000	833936	652270
1087	225000	776235	721060
1088	225000	725721	785686
1089	225000	838341	588866
1090	225000	841085	525419
1091	225000	838123	460306
1092	225000	824534	399662
1093	225000	811443	344809
1094	225000	736936	241600
1095	225000	801432	291672
1096	225000	678431	195658
1097	225000	630073	194932
1098	225000	584066	194973
1099	225000	418960	182053
1100	225000	371240	193609
1101	225000	322340	205626
1102	225000	166030	347719
1103	225000	223732	278943
1104	225000	274277	214344
1105	225000	161662	411141
1106	225000	158947	474600
1107	225000	161811	539712
1108	225000	175436	600343
1109	225000	188560	655185
1110	225000	263016	758448
1111	225000	198545	708356
1112	225000	321530	804352
1113	225000	369912	805025
1114	225000	415932	804960
1115	225000	146234	713908
1116	225000	202196	763622
1117	225000	140225	664085
1118	225000	128857	611218
1119	225000	166961	281663
1120	225000	797774	236406
1121	225000	853744	286107
1122	225000	859755	335922
1123	225000	871109	388789
1124	225000	833010	718337
1125	225000	00000	890000
1126	225000	00000	830000
1127	225000	00000	770000
1128	225000	00000	710000
1129	225000	00000	650000
1130	225000	00000	590000
1131	225000	00000	530000
1132	225000	00000	470000
1133	225000	00000	410000
1134	225000	00000	350000
1135	225000	00000	290000
1136	225000	00000	230000
1137	225000	00000	170000
1138	225000	00000	110000
1139	225000	559829	742735
1140	225000	616181	721364
1141	225000	665781	687128
1142	225000	705746	642016
1143	225000	733754	588651
1144	225000	748177	530134
1145	225000	748177	469866
1146	225000	733754	411349
1147	225000	705746	357984
1148	225000	665780	312873
1149	225000	616181	278636
1150	225000	559829	257265
1151	225000	500000	250000
1152	225000	440171	257265
1153	225000	383819	278636
1154	225000	334220	312873
1155	225000	294254	357984
1156	225000	266246	411349
1157	225000	251823	469866
1158	225000	251823	530134
1159	225000	266246	588651
1160	225000	294254	642016
1161	225000	334219	687128
1162	225000	383819	721364
1163	225000	440171	742735
1164	225000	1000000	890000
1165	225000	1000000	830000
1166	225000	1000000	770000
1167	225000	1000000	710000
1168	225000	1000000	650000
1169	225000	1000000	590000
1170	225000	1000000	530000
1171	225000	1000000	470000
1172	225000	1000000	410000
1173	225000	1000000	350000
1174	225000	1000000	290000
1175	225000	1000000	230000
1176	225000	1000000	170000
1177	225000	1000000	110000
1178	225000	500000	750000
